amount,sender_id,receiver_id,sender_country,receiver_country,transaction_type,is_fraud,fraud_typology,timestamp,transaction_id
362.0942480931609,USER_027632,USER_047204,AU,AU,payment,0,none,2024-01-01 00:56:10,TXN_00083587
474.23750377307,USER_028717,USER_007215,GB,CA,withdrawal,0,none,2024-01-01 00:57:41,TXN_00070313
3834.063337331183,USER_006644,USER_006416,FR,CA,payment,0,none,2024-01-01 00:59:08,TXN_00099842
673.1317151386337,USER_020765,USER_015482,JP,GB,transfer,0,none,2024-01-01 00:59:23,TXN_00024274
4481.953633112548,USER_033675,USER_031332,JP,CA,payment,0,none,2024-01-01 00:59:30,TXN_00065325
9927.533747819985,USER_024191,USER_014697,US,JP,payment,0,none,2024-01-01 01:00:30,TXN_00023608
420.30434023052817,USER_030090,USER_020944,CA,AU,transfer,0,none,2024-01-01 01:00:34,TXN_00033492
218.30143951230164,USER_004961,USER_036206,CA,AU,payment,0,none,2024-01-01 01:00:41,TXN_00057379
3519.1414173961575,USER_038058,USER_038030,FR,AU,payment,0,none,2024-01-01 01:00:59,TXN_00039232
47.121831285260434,USER_032038,USER_014308,GB,FR,withdrawal,0,none,2024-01-01 01:01:27,TXN_00093708
3098.673203401568,USER_024438,USER_011162,DE,CA,withdrawal,0,none,2024-01-01 01:02:23,TXN_00059985
861.8287843280978,USER_016348,USER_024739,FR,AU,payment,0,none,2024-01-01 01:03:17,TXN_00019244
33.03081776716043,USER_037829,USER_025828,US,CA,transfer,0,none,2024-01-01 01:05:15,TXN_00049603
41294.232870129745,USER_002427,Global Trade Co,GB,MM,transfer,1,sanctions_evasion,2024-01-01 01:06:28,TXN_00028810
273.64422615744394,USER_047275,USER_049974,DE,AU,payment,0,none,2024-01-01 01:07:27,TXN_00096034
61.17604501663059,USER_024467,USER_038790,DE,GB,payment,0,none,2024-01-01 01:07:44,TXN_00079925
389.85886920448223,USER_012886,USER_035082,US,CA,withdrawal,0,none,2024-01-01 01:08:22,TXN_00072448
56.465999691117545,USER_014625,USER_048260,GB,FR,withdrawal,0,none,2024-01-01 01:09:25,TXN_00028229
2694.0319828176816,USER_007892,USER_016436,DE,DE,transfer,0,none,2024-01-01 01:09:30,TXN_00029770
15021.457015875107,USER_037567,USER_013287,FR,DE,transfer,0,none,2024-01-01 01:13:30,TXN_00096347
1165.0043599413468,USER_034764,USER_016034,GB,GB,withdrawal,0,none,2024-01-01 01:15:29,TXN_00098400
218.5666100062868,USER_007155,USER_002191,JP,FR,payment,0,none,2024-01-01 01:15:36,TXN_00049469
333.9808213226023,USER_020148,USER_020282,GB,DE,withdrawal,0,none,2024-01-01 01:17:19,TXN_00006287
1863.5847557306092,USER_007926,USER_003119,CA,FR,transfer,0,none,2024-01-01 01:17:39,TXN_00003017
53.333068061482116,USER_024749,USER_037749,AU,AU,withdrawal,0,none,2024-01-01 01:19:21,TXN_00096840
2519.4857187736234,USER_033694,USER_015200,US,GB,withdrawal,0,none,2024-01-01 01:20:16,TXN_00023880
119.124555791576,USER_042799,USER_026325,US,US,transfer,0,none,2024-01-01 01:21:06,TXN_00081331
4207.997839172768,USER_046903,USER_016667,DE,FR,withdrawal,0,none,2024-01-01 01:24:28,TXN_00081814
5109.2456436350585,USER_045172,USER_028101,CA,CA,withdrawal,0,none,2024-01-01 01:27:23,TXN_00011748
5025.005188614369,USER_034604,USER_012175,JP,CA,payment,0,none,2024-01-01 01:27:35,TXN_00062216
3017.447164157072,USER_011744,USER_043476,DE,JP,transfer,0,none,2024-01-01 01:28:18,TXN_00009314
5472.431103671351,USER_039628,USER_019801,GB,CA,withdrawal,0,none,2024-01-01 01:29:37,TXN_00018574
1510.9302052777605,USER_040144,USER_016726,FR,DE,payment,0,none,2024-01-01 01:32:37,TXN_00089920
489.0342741113112,USER_037100,USER_045590,JP,CA,transfer,0,none,2024-01-01 01:33:30,TXN_00016657
4385.869461471915,USER_032951,USER_000089,CA,JP,payment,0,none,2024-01-01 01:36:13,TXN_00058771
1062.6798409830233,USER_032985,USER_041791,AU,AU,transfer,0,none,2024-01-01 01:37:17,TXN_00006197
6249.366308863539,USER_016107,USER_045137,FR,GB,withdrawal,0,none,2024-01-01 01:37:44,TXN_00064783
2274.864085494994,USER_003463,USER_015921,DE,AU,payment,0,none,2024-01-01 01:38:08,TXN_00092128
288.09084731176586,USER_023742,USER_025084,JP,GB,withdrawal,0,none,2024-01-01 01:38:59,TXN_00088048
374.773335102371,USER_009330,USER_001364,JP,GB,payment,0,none,2024-01-01 01:39:58,TXN_00071851
3099.5778028245813,USER_030243,USER_049482,AU,DE,payment,0,none,2024-01-01 01:40:58,TXN_00004956
2097.5332315835967,USER_020108,USER_007361,GB,DE,transfer,0,none,2024-01-01 01:41:13,TXN_00092677
21066.894960846883,USER_047535,USER_025933,JP,US,transfer,0,none,2024-01-01 01:43:34,TXN_00062762
14904.279805079223,USER_024656,Global Trade Co,GB,AF,transfer,1,sanctions_evasion,2024-01-01 01:45:38,TXN_00060502
5366.641029964596,USER_048582,USER_030457,CA,FR,withdrawal,0,none,2024-01-01 01:45:40,TXN_00070490
3197.5702917958806,USER_049293,USER_039126,JP,CA,withdrawal,0,none,2024-01-01 01:47:33,TXN_00068056
1833.9626174483817,USER_039529,USER_014558,FR,DE,withdrawal,0,none,2024-01-01 01:48:40,TXN_00022804
1340.8638569360355,USER_044206,USER_040910,JP,CA,transfer,0,none,2024-01-01 01:49:49,TXN_00034730
216.11551160839628,USER_022308,USER_007337,CA,CA,payment,0,none,2024-01-01 01:51:51,TXN_00063687
568.2718346446679,USER_008293,USER_011359,AU,JP,transfer,0,none,2024-01-01 01:52:49,TXN_00014568
150.35488678730312,USER_010978,USER_002628,US,JP,withdrawal,0,none,2024-01-01 01:58:12,TXN_00080985
202.4938272404158,USER_004644,USER_029248,US,DE,withdrawal,0,none,2024-01-01 01:59:40,TXN_00088219
1332.2347968856623,USER_024593,USER_019969,AU,DE,withdrawal,0,none,2024-01-01 02:03:30,TXN_00050268
151.3137136937707,USER_034903,USER_035224,US,AU,transfer,0,none,2024-01-01 02:04:36,TXN_00052578
17800.269456189355,USER_018655,USER_028963,GB,FR,payment,0,none,2024-01-01 02:05:53,TXN_00000861
4670.402383710953,USER_005171,USER_026719,FR,DE,withdrawal,0,none,2024-01-01 02:08:12,TXN_00026638
239.04253524635737,USER_017888,USER_017085,AU,DE,payment,0,none,2024-01-01 02:08:12,TXN_00015707
4801.847836271831,USER_036524,USER_011215,US,US,transfer,0,none,2024-01-01 02:08:32,TXN_00009128
4360.284614127432,USER_013423,USER_046485,CA,GB,transfer,0,none,2024-01-01 02:14:22,TXN_00085703
209.30228653690241,USER_012931,USER_040711,JP,US,transfer,0,none,2024-01-01 02:15:43,TXN_00035861
4747.27272607406,USER_036453,USER_021015,AU,US,transfer,0,none,2024-01-01 02:16:42,TXN_00014688
357.67757413010827,USER_013837,USER_031541,CA,US,withdrawal,0,none,2024-01-01 02:17:21,TXN_00033373
2082.6613835083213,USER_042176,USER_023222,AU,US,withdrawal,0,none,2024-01-01 02:17:42,TXN_00016680
244.0684119655985,USER_021017,USER_024138,FR,JP,payment,0,none,2024-01-01 02:19:40,TXN_00019405
15.91893004422787,USER_024142,USER_033161,AU,US,payment,0,none,2024-01-01 02:21:31,TXN_00003330
307.5434254688425,USER_046542,USER_046557,AU,AU,payment,0,none,2024-01-01 02:22:01,TXN_00082870
616.4631837866624,USER_015765,USER_030439,DE,US,payment,0,none,2024-01-01 02:22:24,TXN_00042627
1054.649781994615,USER_004129,USER_040120,CA,AU,payment,0,none,2024-01-01 02:22:32,TXN_00070110
831.15961763098,USER_013553,USER_011087,JP,US,withdrawal,0,none,2024-01-01 02:25:58,TXN_00096185
3222.0998338114805,USER_006460,USER_035532,JP,JP,payment,0,none,2024-01-01 02:30:38,TXN_00082907
570.316382190224,USER_002340,USER_041428,FR,JP,payment,0,none,2024-01-01 02:31:06,TXN_00087519
65.84904486535066,USER_038441,USER_048912,FR,GB,withdrawal,0,none,2024-01-01 02:31:44,TXN_00041035
9820.534971638788,USER_023079,USER_017331,JP,AU,transfer,0,none,2024-01-01 02:32:40,TXN_00036130
305.4760246907597,USER_047162,USER_024696,GB,JP,payment,0,none,2024-01-01 02:35:55,TXN_00074415
6089.305144101229,USER_014115,USER_006541,FR,US,payment,0,none,2024-01-01 02:37:18,TXN_00022888
54.7521423631091,USER_009011,USER_036119,AU,CA,withdrawal,0,none,2024-01-01 02:37:22,TXN_00054878
126.10856746872892,USER_002969,USER_008620,JP,FR,transfer,0,none,2024-01-01 02:37:23,TXN_00068747
187.20121376620767,USER_005346,USER_036016,DE,JP,withdrawal,0,none,2024-01-01 02:38:26,TXN_00025462
534.1534913952664,USER_040561,USER_019411,AU,DE,withdrawal,0,none,2024-01-01 02:38:32,TXN_00086816
776.2885469494686,USER_003606,USER_015390,FR,FR,withdrawal,0,none,2024-01-01 02:39:17,TXN_00017071
600.575216392116,USER_029317,USER_010890,DE,FR,payment,0,none,2024-01-01 02:39:27,TXN_00021080
5409.811145767965,USER_014586,USER_044656,AU,US,transfer,0,none,2024-01-01 02:40:31,TXN_00005149
164.55155987036522,USER_010793,USER_010664,JP,US,withdrawal,0,none,2024-01-01 02:40:51,TXN_00009964
159.51001791317552,USER_010458,USER_024450,FR,DE,payment,0,none,2024-01-01 02:44:17,TXN_00081364
152.1660660291954,USER_015858,USER_040715,AU,FR,transfer,0,none,2024-01-01 02:46:42,TXN_00080350
548.9172328229826,USER_032399,USER_037229,GB,AU,transfer,0,none,2024-01-01 02:46:43,TXN_00052182
3847.029794852677,USER_022887,USER_016828,FR,DE,payment,0,none,2024-01-01 02:49:44,TXN_00068891
3751.0715633332807,USER_015433,USER_045095,US,CA,transfer,0,none,2024-01-01 02:50:09,TXN_00032313
1302.0763099424591,USER_007986,USER_017088,DE,FR,withdrawal,0,none,2024-01-01 02:51:14,TXN_00005244
5004.68658411669,USER_018311,USER_024477,FR,GB,transfer,0,none,2024-01-01 02:51:24,TXN_00050319
1781.7542818712502,USER_000819,USER_046178,FR,US,transfer,0,none,2024-01-01 02:51:33,TXN_00041376
51.593825167126035,USER_043943,USER_016344,GB,GB,payment,0,none,2024-01-01 02:51:43,TXN_00091600
648.9542904885127,USER_044778,USER_021764,CA,CA,withdrawal,0,none,2024-01-01 02:54:32,TXN_00056469
2675.06560476212,USER_016556,USER_007526,AU,AU,transfer,0,none,2024-01-01 02:57:31,TXN_00036804
214.103545069772,USER_001157,USER_003575,GB,FR,payment,0,none,2024-01-01 02:59:24,TXN_00024734
19.152273935599695,USER_000986,USER_008727,FR,AU,withdrawal,0,none,2024-01-01 03:03:24,TXN_00046728
661.8001154526852,USER_014458,USER_043578,GB,CA,payment,0,none,2024-01-01 03:04:05,TXN_00097631
12546.348737381479,USER_031720,USER_046912,CA,JP,withdrawal,0,none,2024-01-01 03:05:08,TXN_00025945
3018.122358098569,USER_030067,USER_002504,AU,JP,withdrawal,0,none,2024-01-01 03:06:22,TXN_00083077
135.58554537564527,USER_036767,USER_031178,AU,AU,transfer,0,none,2024-01-01 03:10:39,TXN_00033467
1172.899190562033,USER_007705,USER_011014,US,AU,transfer,0,none,2024-01-01 03:12:30,TXN_00014119
138.08310107373845,USER_037235,USER_012682,DE,JP,payment,0,none,2024-01-01 03:12:49,TXN_00061351
225.4665790511823,USER_041991,USER_015206,US,US,withdrawal,0,none,2024-01-01 03:16:56,TXN_00096405
4827.886679168563,USER_011156,USER_033696,FR,US,payment,0,none,2024-01-01 03:18:25,TXN_00032708
485.89345909621727,USER_046781,USER_017193,CA,GB,payment,0,none,2024-01-01 03:21:02,TXN_00076880
504.91985620153423,USER_005657,USER_044019,DE,CA,transfer,0,none,2024-01-01 03:24:21,TXN_00073469
2133.341993208514,USER_045428,USER_002235,DE,US,payment,0,none,2024-01-01 03:25:09,TXN_00063370
921.8392581666702,USER_034343,USER_049503,DE,CA,withdrawal,0,none,2024-01-01 03:27:58,TXN_00006528
6538.057458612525,USER_000249,USER_000300,GB,FR,transfer,0,none,2024-01-01 03:28:17,TXN_00014451
1485.9158768746831,USER_040546,USER_041821,US,CA,transfer,0,none,2024-01-01 03:28:55,TXN_00037707
348.8170819078294,USER_017234,USER_017039,DE,CA,transfer,0,none,2024-01-01 03:29:18,TXN_00064332
8600.199194162617,USER_042311,USER_026476,AU,JP,transfer,0,none,2024-01-01 03:30:37,TXN_00006631
249.93666860128354,USER_000301,USER_005716,JP,GB,transfer,0,none,2024-01-01 03:30:57,TXN_00045817
239.34358912293104,USER_011904,USER_005540,DE,US,payment,0,none,2024-01-01 03:31:29,TXN_00004417
266.0457567628321,USER_003855,USER_013142,DE,AU,payment,0,none,2024-01-01 03:31:56,TXN_00049849
505.85825360862964,USER_027703,USER_009199,CA,JP,transfer,0,none,2024-01-01 03:32:02,TXN_00081313
1889.179999880957,USER_035611,USER_015823,US,CA,payment,0,none,2024-01-01 03:32:22,TXN_00009807
185.43592977944277,USER_035049,USER_008875,GB,FR,payment,0,none,2024-01-01 03:32:46,TXN_00043454
14659.221559336353,USER_039468,USER_020919,US,AU,withdrawal,0,none,2024-01-01 03:34:30,TXN_00011878
3306.06960331701,USER_013591,USER_037001,CA,US,withdrawal,0,none,2024-01-01 03:34:34,TXN_00007594
3140.2244088365,USER_023449,USER_020814,DE,GB,withdrawal,0,none,2024-01-01 03:35:11,TXN_00009908
340.7616686586672,USER_006830,USER_042403,FR,GB,payment,0,none,2024-01-01 03:35:47,TXN_00087824
123.68088976000804,USER_032176,USER_025742,FR,US,payment,0,none,2024-01-01 03:39:34,TXN_00022401
2078.702089181785,USER_011193,USER_022405,DE,JP,payment,0,none,2024-01-01 03:39:44,TXN_00013335
441.33993220759334,USER_004153,USER_035671,GB,FR,transfer,0,none,2024-01-01 03:40:40,TXN_00043926
145.74280185913847,USER_004068,USER_032326,CA,FR,payment,0,none,2024-01-01 03:41:34,TXN_00087938
2177.209402708361,USER_037015,USER_013635,AU,AU,withdrawal,0,none,2024-01-01 03:45:23,TXN_00099536
198.744525279004,USER_023927,USER_014312,US,AU,transfer,0,none,2024-01-01 03:45:33,TXN_00087060
534.1300160724816,USER_017222,USER_027124,JP,US,payment,0,none,2024-01-01 03:53:08,TXN_00088066
609.2886765188222,USER_013941,USER_001203,AU,DE,payment,0,none,2024-01-01 03:53:08,TXN_00032966
65.82676940959624,USER_005470,USER_032918,AU,AU,withdrawal,0,none,2024-01-01 03:58:48,TXN_00030177
132.72852150591996,USER_034088,USER_028861,DE,DE,transfer,0,none,2024-01-01 03:59:02,TXN_00062163
1769.5566564653482,USER_011138,USER_012093,CA,US,withdrawal,0,none,2024-01-01 03:59:24,TXN_00078941
40.346139867356904,USER_027237,USER_013064,AU,GB,transfer,0,none,2024-01-01 04:06:39,TXN_00091181
86.62365037524921,USER_015553,USER_036653,US,AU,payment,0,none,2024-01-01 04:07:29,TXN_00081347
3818.9686790439573,USER_015980,USER_025642,US,FR,payment,0,none,2024-01-01 04:07:58,TXN_00081447
10.791326783735075,USER_040738,USER_037165,CA,DE,transfer,0,none,2024-01-01 04:08:26,TXN_00069266
3895.261099654259,USER_016473,USER_016827,AU,AU,transfer,0,none,2024-01-01 04:08:31,TXN_00068082
18.496165554719337,USER_032894,USER_039841,DE,GB,transfer,0,none,2024-01-01 04:10:48,TXN_00038311
4707.275060000475,USER_037696,USER_007862,JP,AU,payment,0,none,2024-01-01 04:12:19,TXN_00033196
1124.981168126289,USER_024646,USER_037562,CA,AU,payment,0,none,2024-01-01 04:12:58,TXN_00056053
710.4298810368743,USER_042283,USER_012566,FR,DE,transfer,0,none,2024-01-01 04:13:24,TXN_00056740
990.436310875333,USER_023917,USER_029952,DE,JP,transfer,0,none,2024-01-01 04:13:57,TXN_00000428
5106.185611639152,USER_014881,USER_024208,AU,AU,withdrawal,0,none,2024-01-01 04:14:18,TXN_00054400
158.11537129719233,USER_021772,USER_012055,FR,DE,transfer,0,none,2024-01-01 04:14:57,TXN_00001288
2177.664993921951,USER_013770,USER_027779,DE,AU,payment,0,none,2024-01-01 04:16:52,TXN_00005983
5545.127900435113,USER_043253,USER_032904,FR,CA,withdrawal,0,none,2024-01-01 04:19:00,TXN_00005274
2494.191933105309,USER_036951,USER_039625,JP,AU,transfer,0,none,2024-01-01 04:19:28,TXN_00029969
38.47654792760779,USER_041568,USER_018622,JP,JP,withdrawal,0,none,2024-01-01 04:19:57,TXN_00090832
1576.1626182936757,USER_027379,USER_036407,CA,CA,transfer,0,none,2024-01-01 04:25:24,TXN_00098441
4566.296212217146,USER_011016,USER_000003,AU,CA,transfer,0,none,2024-01-01 04:25:50,TXN_00002983
142.68457675626453,USER_009561,USER_011200,AU,AU,withdrawal,0,none,2024-01-01 04:26:48,TXN_00085633
1400.7608168582249,USER_000353,USER_031599,US,CA,withdrawal,0,none,2024-01-01 04:27:17,TXN_00043806
265.3828887727232,USER_016208,USER_046064,DE,FR,withdrawal,0,none,2024-01-01 04:27:27,TXN_00097717
274.81902819056444,USER_040577,USER_025198,JP,FR,payment,0,none,2024-01-01 04:31:11,TXN_00093917
344.08171382910047,USER_000748,USER_024474,DE,DE,payment,0,none,2024-01-01 04:31:16,TXN_00002469
4387.502628138233,USER_036945,USER_005166,CA,JP,transfer,0,none,2024-01-01 04:33:11,TXN_00079313
6205.862073577375,USER_015796,USER_041968,GB,US,payment,0,none,2024-01-01 04:35:29,TXN_00007465
3066.583117640783,USER_028258,USER_004735,GB,GB,transfer,0,none,2024-01-01 04:35:59,TXN_00070301
1582.358732179927,USER_032567,USER_029803,DE,DE,withdrawal,0,none,2024-01-01 04:37:08,TXN_00072861
825.574856953865,USER_011132,USER_039111,DE,FR,payment,0,none,2024-01-01 04:37:48,TXN_00049322
219.86782269142023,USER_035609,USER_032255,GB,KP,transfer,1,high_risk_geography,2024-01-01 04:38:17,TXN_00035026
345.7675877796094,USER_009698,USER_022960,FR,US,withdrawal,0,none,2024-01-01 04:41:24,TXN_00055304
1653.8184207042168,USER_003658,USER_046540,FR,FR,payment,0,none,2024-01-01 04:42:07,TXN_00047914
2329.339509580516,USER_043445,USER_008663,DE,GB,withdrawal,0,none,2024-01-01 04:45:39,TXN_00013008
1530.0839358116884,USER_011544,USER_048937,GB,CA,withdrawal,0,none,2024-01-01 04:47:51,TXN_00074554
227.12738772710716,USER_040218,USER_032880,AU,AU,transfer,0,none,2024-01-01 04:48:03,TXN_00019939
1957.5135309396853,USER_009813,USER_042617,CA,FR,payment,0,none,2024-01-01 04:48:16,TXN_00070461
893.9888402723079,USER_000412,Eastern Finance Corp,US,IR,transfer,1,sanctions_evasion,2024-01-01 04:48:31,TXN_00017280
178.686252083849,USER_003054,USER_044025,GB,US,withdrawal,0,none,2024-01-01 04:50:43,TXN_00002939
352.85372132226524,USER_040741,USER_011203,US,FR,payment,0,none,2024-01-01 04:53:03,TXN_00043970
4069.067212064016,USER_000474,USER_010797,DE,FR,withdrawal,0,none,2024-01-01 04:53:53,TXN_00060517
598.2741121945025,USER_026709,USER_046993,JP,AU,withdrawal,0,none,2024-01-01 04:55:47,TXN_00072636
354.4106725530627,USER_025404,USER_033485,US,GB,withdrawal,0,none,2024-01-01 04:56:22,TXN_00046027
10742.823194480528,USER_011165,USER_036996,CA,GB,withdrawal,0,none,2024-01-01 04:56:38,TXN_00042291
869.0752664846794,USER_007477,USER_037809,GB,FR,transfer,0,none,2024-01-01 04:56:39,TXN_00079136
1173.0229669710561,USER_013851,USER_029525,US,GB,payment,0,none,2024-01-01 04:57:48,TXN_00022441
593.4290438053645,USER_022746,USER_039673,CA,FR,withdrawal,0,none,2024-01-01 04:58:36,TXN_00075433
4710.0728843482,USER_034516,USER_023465,GB,GB,payment,0,none,2024-01-01 04:58:49,TXN_00099311
2865.3144366583538,USER_000553,USER_036862,GB,AU,withdrawal,0,none,2024-01-01 05:03:14,TXN_00056770
148.59428098254858,USER_007888,USER_031511,FR,US,payment,0,none,2024-01-01 05:03:15,TXN_00059806
187.79135278994,USER_046965,USER_023351,DE,JP,withdrawal,0,none,2024-01-01 05:03:33,TXN_00018075
178.08337037726972,USER_021932,USER_025872,DE,AU,transfer,0,none,2024-01-01 05:05:39,TXN_00076221
236.2713896031112,USER_021735,USER_030963,JP,GB,transfer,0,none,2024-01-01 05:06:41,TXN_00078236
264.629094913519,USER_038485,USER_043653,CA,FR,transfer,0,none,2024-01-01 05:09:26,TXN_00001334
377.06082318484664,USER_049806,USER_032818,AU,FR,transfer,0,none,2024-01-01 05:11:09,TXN_00089584
1812.336518392747,USER_038417,USER_021610,GB,AU,withdrawal,0,none,2024-01-01 05:12:58,TXN_00024867
5973.889378168834,USER_025210,USER_011954,CA,CA,withdrawal,0,none,2024-01-01 05:13:11,TXN_00052311
3291.843258711685,USER_024429,USER_001271,JP,GB,transfer,0,none,2024-01-01 05:16:42,TXN_00032108
5096.739924869147,USER_023491,USER_003737,US,JP,transfer,0,none,2024-01-01 05:17:04,TXN_00099476
565.4595455292713,USER_030990,USER_037656,DE,US,transfer,0,none,2024-01-01 05:18:44,TXN_00056181
118.939581730508,USER_009836,USER_023662,CA,DE,withdrawal,0,none,2024-01-01 05:19:30,TXN_00089746
115.93494236058096,USER_015696,USER_030122,US,US,transfer,0,none,2024-01-01 05:20:15,TXN_00043780
6742.956696497961,USER_016232,USER_031618,DE,US,payment,0,none,2024-01-01 05:22:36,TXN_00097684
69.62316072168916,USER_028297,USER_005304,GB,AU,withdrawal,0,none,2024-01-01 05:23:17,TXN_00033135
72.34536886555604,USER_024053,USER_013392,AU,FR,payment,0,none,2024-01-01 05:23:33,TXN_00008904
587.8148739562433,USER_021159,USER_045551,FR,FR,withdrawal,0,none,2024-01-01 05:24:30,TXN_00000986
18.21993130576293,USER_012722,USER_024526,JP,FR,transfer,0,none,2024-01-01 05:24:44,TXN_00093014
2303.886899688877,USER_002196,USER_015609,CA,FR,transfer,0,none,2024-01-01 05:26:19,TXN_00008216
188.42350201036112,USER_043021,USER_011646,JP,AU,withdrawal,0,none,2024-01-01 05:27:21,TXN_00087532
1679.7286255718514,USER_010710,USER_013043,AU,CA,withdrawal,0,none,2024-01-01 05:31:17,TXN_00047341
506.2795989878596,USER_032775,USER_003534,CA,FR,withdrawal,0,none,2024-01-01 05:31:39,TXN_00049613
695.1283257859269,USER_047059,USER_029454,GB,GB,transfer,0,none,2024-01-01 05:32:55,TXN_00025370
101.36095685057349,USER_038720,USER_025651,GB,AU,payment,0,none,2024-01-01 05:33:12,TXN_00022335
7956.447572265017,USER_009164,USER_001979,CA,GB,withdrawal,0,none,2024-01-01 05:33:55,TXN_00049053
2616.5350170658244,USER_033177,USER_015872,JP,CA,transfer,0,none,2024-01-01 05:36:41,TXN_00025867
1191.7046480424603,USER_033719,USER_033363,DE,DE,payment,0,none,2024-01-01 05:39:16,TXN_00061692
125.8446204919866,USER_041495,USER_024238,FR,AU,transfer,0,none,2024-01-01 05:41:31,TXN_00064784
96.25405870529217,USER_032173,USER_014959,FR,DE,withdrawal,0,none,2024-01-01 05:43:25,TXN_00086128
554.3641453395094,USER_018652,USER_005807,AU,JP,withdrawal,0,none,2024-01-01 05:44:26,TXN_00010894
1406.8689507988581,USER_010373,USER_031381,CA,US,payment,0,none,2024-01-01 05:44:51,TXN_00077298
13224.347837410261,USER_009044,USER_032113,US,DE,payment,0,none,2024-01-01 05:46:42,TXN_00085830
1133.578997479378,USER_033006,USER_026286,DE,FR,payment,0,none,2024-01-01 05:47:00,TXN_00034152
1518.6916209887017,USER_015954,USER_033438,AU,CA,payment,0,none,2024-01-01 05:49:44,TXN_00084258
13820.183095932885,USER_004843,USER_000724,AU,AU,transfer,0,none,2024-01-01 05:51:17,TXN_00067063
5136.418062394618,USER_029477,USER_000542,JP,JP,transfer,0,none,2024-01-01 05:51:21,TXN_00063463
277.92150772160136,USER_045352,USER_000494,AU,DE,payment,0,none,2024-01-01 05:54:23,TXN_00007263
345.47503947036836,USER_019599,USER_008863,GB,AU,payment,0,none,2024-01-01 05:54:34,TXN_00041761
